query,pipeline,metric,value
blood circulation for feet,baseline,prec@10,0.0
blower motor,baseline,prec@10,0.1
blue bathroom rugs,baseline,prec@10,0.3
blue car bed,baseline,prec@10,0.2
bluetooth headset with microphone,baseline,prec@10,0.1
bluetooth sunglasses,baseline,prec@10,0.4
body back scalp massager,baseline,prec@10,0.5
bodycon dresses for women,baseline,prec@10,0.0
boneco a451,baseline,prec@10,0.8
boogie wipes,baseline,prec@10,0.8
book on dogs for 6 year old,baseline,prec@10,0.0
bookbag with wheels,baseline,prec@10,0.1
bookcase,baseline,prec@10,0.2
bottom bracket tool,baseline,prec@10,0.6
boxed turtle,baseline,prec@10,0.1
boy doll clothes 15 inch,baseline,prec@10,0.2
boys gray boat shoes,baseline,prec@10,0.1
boys queen size sheets,baseline,prec@10,0.5
boys smart watch,baseline,prec@10,0.1
bra extender 3 hook for plus size,baseline,prec@10,0.1
braun series 7 replacement head,baseline,prec@10,0.1
brayer rollers,baseline,prec@10,0.2
broadway shirt,baseline,prec@10,0.6
broom and dustpan,baseline,prec@10,0.4
brown leather sofa pillows,baseline,prec@10,0.3
bts merchandise,baseline,prec@10,0.0
bulwark flame resistant jacket,baseline,prec@10,0.9
c7 z06 stage 2,baseline,prec@10,1.0
cabinet knobs,baseline,prec@10,0.1
cable modem,baseline,prec@10,0.0
cake mix,baseline,prec@10,0.0
calcium,baseline,prec@10,0.0
calily dog shampoo,baseline,prec@10,0.1
calming bed for dogs,baseline,prec@10,0.2
camo short short,baseline,prec@10,0.1
camper courb,baseline,prec@10,1.0
can am maverick x3 roof,baseline,prec@10,1.0
canon camera on sale,baseline,prec@10,0.0
canon eos m50 - kit,baseline,prec@10,0.3
canon t8i battery,baseline,prec@10,0.2
car rooftop door step,baseline,prec@10,1.0
carabiner clip,baseline,prec@10,0.1
carbon monoxide detectors,baseline,prec@10,0.0
cars coloring book,baseline,prec@10,0.5
cbd,baseline,prec@10,0.7
cd/dvd printers,baseline,prec@10,0.0
celtic knot earrings sterling silver,baseline,prec@10,0.7
chacheres creole seasoning,baseline,prec@10,0.2
chain extenders,baseline,prec@10,0.4
champion home standby generator,baseline,prec@10,0.4
chapstick total hydration,baseline,prec@10,0.5
charlie brown costume,baseline,prec@10,0.7
charmaine delta kitchen faucet,baseline,prec@10,0.2
cheap laptops windows 10,baseline,prec@10,0.0
cheese dome with base,baseline,prec@10,0.2
cheetah mount,baseline,prec@10,0.3
cherry pie,baseline,prec@10,0.4
chia and flax seed blend,baseline,prec@10,0.1
chicago bears garden flag,baseline,prec@10,1.0
chicago med,baseline,prec@10,0.0
christian books children,baseline,prec@10,0.0
christian cozy mysteries,baseline,prec@10,0.1
christmas craft snowman,baseline,prec@10,0.2
christmas music streaming,baseline,prec@10,0.1
christmas stockings for girls,baseline,prec@10,0.0
christmas+top and dresses+for+women,baseline,prec@10,0.0
chromebook protectors,baseline,prec@10,0.1
chronograph shooting,baseline,prec@10,0.4
"city adventures, no. 3",baseline,prec@10,0.1
clear ball ornaments,baseline,prec@10,0.4
clear floral case,baseline,prec@10,0.1
clip on earrings,baseline,prec@10,0.1
clock mechanism,baseline,prec@10,0.5
coach wallet for women,baseline,prec@10,0.0
coffee mugs,baseline,prec@10,0.1
coil incense,baseline,prec@10,0.5
colorful decorations for party,baseline,prec@10,0.0
colorful keys and locks,baseline,prec@10,0.2
comfify collapsible colander,baseline,prec@10,0.1
computer stickers star wars,baseline,prec@10,0.3
conchos for saddles,baseline,prec@10,0.8
connector 6 pin,baseline,prec@10,0.4
converse slip on,baseline,prec@10,0.0
cookie monster party supplies,baseline,prec@10,0.2
cool slippers for men,baseline,prec@10,0.0
cool watch under 20,baseline,prec@10,0.0
cooling fan,baseline,prec@10,0.1
cotton mask with filter pocket,baseline,prec@10,0.1
couples octoberfest costume,baseline,prec@10,0.0
cow print bedding,baseline,prec@10,0.9
crib sheet set boys,baseline,prec@10,0.1
cricut create,baseline,prec@10,0.4
crkt black knife,baseline,prec@10,0.6
cubes travel luggage organizers,baseline,prec@10,0.1
cutting board turquoise,baseline,prec@10,0.2
cutting boards for kitchen dishwasher safe,baseline,prec@10,0.1
cybling womens shoes,baseline,prec@10,0.1
dammit doll,baseline,prec@10,0.9
dc action figures 6 inch,baseline,prec@10,0.1
dc court graffik shoes womens,baseline,prec@10,0.2
dc motor,baseline,prec@10,0.4
death march to the parallel world rhapsody light novel,baseline,prec@10,0.8
decorative oil bottle,baseline,prec@10,0.1
definitely not paid enough for this,baseline,prec@10,0.0
delonghi espresso machine,baseline,prec@10,0.4
demon from the dark kresley cole,baseline,prec@10,0.2
denim accessories,baseline,prec@10,0.3
dermaroller,baseline,prec@10,0.2
dessa,baseline,prec@10,0.6
detachable phone lanyard purple,baseline,prec@10,0.2
dial antibacterial hand soap,baseline,prec@10,1.0
diamond dotz,baseline,prec@10,0.5
diana gabaldon,baseline,prec@10,0.3
dinosaur christmas shirt,baseline,prec@10,0.5
dinosaur clothes children,baseline,prec@10,0.1
dishes with animals on them,baseline,prec@10,0.0
dishwasher machine,baseline,prec@10,0.1
divoom timebox,baseline,prec@10,0.5
dj monitor speakers,baseline,prec@10,0.0
do not pet dog patch,baseline,prec@10,0.5
do4u,baseline,prec@10,1.0
dog dinosaur bone,baseline,prec@10,0.0
dog doors for exterior doors,baseline,prec@10,0.2
dog sweaters for small dogs girl,baseline,prec@10,0.0
doggie screen,baseline,prec@10,0.1
dokken,baseline,prec@10,0.7
done with chemo,baseline,prec@10,0.3
double wedding ring quilt pattern,baseline,prec@10,0.1
drum pendant light,baseline,prec@10,0.7
dry cell batteries,baseline,prec@10,0.1
dry itchy skin relief for dogs,baseline,prec@10,0.2
dual monitor docking station for laptop,baseline,prec@10,0.3
dump truck light,baseline,prec@10,0.2
dungeons and dragon miniatures,baseline,prec@10,0.2
duramax sticker,baseline,prec@10,0.6
dust cloths reusable,baseline,prec@10,0.1
dust collectors for woodworking,baseline,prec@10,0.0
dutch oven le creuset,baseline,prec@10,0.4
dvd player,baseline,prec@10,0.4
eco friendly cloth napkins,baseline,prec@10,0.3
educational toys for 6 year olds,baseline,prec@10,0.2
egyptian makeup,baseline,prec@10,0.1
elephant tea mug,baseline,prec@10,0.8
elevation training mask,baseline,prec@10,0.9
embroidery letter patches,baseline,prec@10,0.3
endure book,baseline,prec@10,0.1
engraved rolling pin,baseline,prec@10,0.7
erase pro,baseline,prec@10,0.4
esp32 can-bus,baseline,prec@10,0.0
evenflo bottles,baseline,prec@10,0.7
exhaust back pressure tester,baseline,prec@10,0.5
extension cord 10 ft usb port,baseline,prec@10,0.0
exterior light white,baseline,prec@10,0.4
extra large wire dog crate,baseline,prec@10,0.0
face make for 10,baseline,prec@10,0.0
falling skies,baseline,prec@10,0.0
fancy feast wet cat food,baseline,prec@10,0.1
fangs 2.0 evil teeth dental veneer,baseline,prec@10,0.5
fedora,baseline,prec@10,0.4
feeder baby,baseline,prec@10,0.3
fenwick casting rod,baseline,prec@10,0.8
fire place,baseline,prec@10,0.0
first man dvd,baseline,prec@10,0.2
flannel quilt fabric,baseline,prec@10,0.2
flash items,baseline,prec@10,0.1
flat iron heat resistant mat,baseline,prec@10,0.2
florida maps,baseline,prec@10,0.5
flower art prints,baseline,prec@10,0.1
fluo bike. tape,baseline,prec@10,0.1
flying disc,baseline,prec@10,0.1
fm transmitter bluetooth for car anker,baseline,prec@10,0.9
fob battery,baseline,prec@10,0.5
fogless mirror for shower,baseline,prec@10,0.3
frozen pop up adventure,baseline,prec@10,0.2
full size kids quilt set,baseline,prec@10,0.4
g-spot clitoral sucking vibrator,baseline,prec@10,0.0
g6a-8e,baseline,prec@10,0.4
gacha life,baseline,prec@10,0.0
garden drill bit for planting,baseline,prec@10,0.8
gasoline container 5 gallon,baseline,prec@10,0.0
gate,baseline,prec@10,0.0
gatorade bottle,baseline,prec@10,0.4
gaxaly note 9 case,baseline,prec@10,0.0
gefilte fish,baseline,prec@10,1.0
gel grip tape clear,baseline,prec@10,0.1
gel wet look hair,baseline,prec@10,0.2
gh06 tripod,baseline,prec@10,0.1
girls bible,baseline,prec@10,0.1
girls comforter sets full,baseline,prec@10,0.0
glass pipes for tobacco,baseline,prec@10,0.0
glossy photo paper 4x6,baseline,prec@10,0.5
go pro,baseline,prec@10,0.0
godzilla tapestry,baseline,prec@10,0.9
goggle face shield,baseline,prec@10,0.8
gold shirt women,baseline,prec@10,0.0
goodthreads long sleeve slim fit,baseline,prec@10,0.5
google chromecast,baseline,prec@10,0.2
gopro,baseline,prec@10,0.1
grandparents gifts,baseline,prec@10,0.1
grapes,baseline,prec@10,0.1
green yeti water bottle,baseline,prec@10,0.1
grey sweater,baseline,prec@10,0.0
gwent cards,baseline,prec@10,0.3
hair dye white permanent,baseline,prec@10,0.3
hair toner,baseline,prec@10,0.2
haka,baseline,prec@10,0.2
halloween decorations clearance,baseline,prec@10,0.0
halloween gown for women,baseline,prec@10,0.0
happy 50th birthday decorations,baseline,prec@10,0.3
happy 60th birthday stickers,baseline,prec@10,0.1
hasbro,baseline,prec@10,0.0
hd20 bulb optoma,baseline,prec@10,0.9
hdmi displayport adapter,baseline,prec@10,0.2
heavy duty wall hooks,baseline,prec@10,0.1
heel slip pads,baseline,prec@10,0.1
hell costume,baseline,prec@10,0.0
hemp wick,baseline,prec@10,0.9
henry and the kite dragon,baseline,prec@10,0.1
hercules costume,baseline,prec@10,0.5
here is new york e.b. white,baseline,prec@10,0.1
hiboy,baseline,prec@10,0.5
high beach chairs for adults,baseline,prec@10,0.1
high quality drone,baseline,prec@10,0.1
hippie clothing for men,baseline,prec@10,0.0
home gym,baseline,prec@10,0.0
hose reel,baseline,prec@10,0.0
hot thermos for food,baseline,prec@10,0.2
how does a dinosaur,baseline,prec@10,0.0
hp 250 g7,baseline,prec@10,0.5
huawei mate 20 case,baseline,prec@10,1.0
humidifiers diffusers,baseline,prec@10,0.1
hydraulics pumps,baseline,prec@10,0.2
hydro flask 32 oz,baseline,prec@10,0.1
if lost or drunk please return to bestie,baseline,prec@10,1.0
ignition coil,baseline,prec@10,0.4
imaginext,baseline,prec@10,0.0
imak compression arthritis gloves,baseline,prec@10,0.4
ina may's guide to breastfeeding,baseline,prec@10,0.1
inclusion dividend,baseline,prec@10,0.2
individual hand wipes,baseline,prec@10,0.1
indoor driving range,baseline,prec@10,0.5
inner pot 6 qt,baseline,prec@10,0.2
instant pot cooker,baseline,prec@10,0.0
ipad 6 gen case,baseline,prec@10,0.0
iphone 5s case,baseline,prec@10,0.1
iphone 6 case glitter silver,baseline,prec@10,0.5
iphone 7 case incipio,baseline,prec@10,0.7
iphone 8 plus case with stand,baseline,prec@10,0.1
iphone se otterbox,baseline,prec@10,0.2
iphone xr game controller,baseline,prec@10,0.1
iphone xs max case for women bling,baseline,prec@10,0.4
iphone xs max screen protector edge to edge full coverage,baseline,prec@10,0.3
irish moss seed,baseline,prec@10,0.1
iron decor,baseline,prec@10,0.1
ishi,baseline,prec@10,1.0
italian cookies from italy,baseline,prec@10,0.1
iwatch bands 40mm womens,baseline,prec@10,0.0
japanese candy,baseline,prec@10,0.4
japanese cherry blossom eau-de-parfum,baseline,prec@10,0.2
jeep srt8,baseline,prec@10,0.2
jim mora shirt,baseline,prec@10,0.4
john daly poster,baseline,prec@10,0.4
jull,baseline,prec@10,0.0
june june hannah shirt,baseline,prec@10,0.9
ka-bar,baseline,prec@10,0.3
keyboard piano,baseline,prec@10,0.3
kick buttowski,baseline,prec@10,0.8
kid animal plates,baseline,prec@10,0.0
kid rain boots,baseline,prec@10,0.0
kid rings,baseline,prec@10,0.2
kids chlorine removal shampoo,baseline,prec@10,0.5
king bed sheets cotton,baseline,prec@10,0.1
king comforter set,baseline,prec@10,0.1
kino yoga books,baseline,prec@10,0.1
kitchen faucets,baseline,prec@10,0.1
kitchen organizer,baseline,prec@10,0.0
kitchen rugs,baseline,prec@10,0.1
kitchen set,baseline,prec@10,0.4
kms hair play paste,baseline,prec@10,0.0
kotobukiya snowtrooper,baseline,prec@10,0.4
ks resin,baseline,prec@10,0.0
lace front wig ombre blonde,baseline,prec@10,0.4
ladies pull on shorts elastic waist,baseline,prec@10,0.0
lantern old fashioned,baseline,prec@10,0.3
laptop 14 inch,baseline,prec@10,0.0
laptop power adapters,baseline,prec@10,0.0
large bracelet mold,baseline,prec@10,0.7
large dog bed cute,baseline,prec@10,0.0
large planters,baseline,prec@10,0.0
laundry hamper wooden,baseline,prec@10,0.0
led edison bulb,baseline,prec@10,0.0
led lights strip,baseline,prec@10,0.1
legend of zelda breath of the wild,baseline,prec@10,0.4
lego lego movie,baseline,prec@10,0.0
leopard stationary,baseline,prec@10,0.2
leotard,baseline,prec@10,0.0
lg cx oled 65,baseline,prec@10,0.2
lg v20 case,baseline,prec@10,0.2
light box tracer,baseline,prec@10,0.6
light with switch,baseline,prec@10,0.0
lillypad floating mat,baseline,prec@10,0.5
lipoic acid,baseline,prec@10,0.6
lock,baseline,prec@10,0.1
logitech headset,baseline,prec@10,0.2
logitech wireless keyboard,baseline,prec@10,0.4
long crochet hooks,baseline,prec@10,0.9
long sleeve dresses for girl kids,baseline,prec@10,0.0
long sleeve t shirt women,baseline,prec@10,0.0
long workout tank tops for women loose fit,baseline,prec@10,0.7
lp-e17 watson,baseline,prec@10,0.2
luigi costume kids,baseline,prec@10,0.1
lunch backpack,baseline,prec@10,0.1
lunch ice pack,baseline,prec@10,0.2
ma,baseline,prec@10,0.1
macbook charger repair,baseline,prec@10,0.0
madame x,baseline,prec@10,0.9
magic bullet replacement rubber,baseline,prec@10,0.5
mailbox with locks with keys,baseline,prec@10,0.0
make america great again hat,baseline,prec@10,0.2
makeup organizer drawers,baseline,prec@10,0.2
male sex toys,baseline,prec@10,0.0
mark the shark book,baseline,prec@10,0.0
marker tip pens,baseline,prec@10,0.1
marshmello costume,baseline,prec@10,0.0
mary meyer baby mat,baseline,prec@10,0.8
massage gaming chair,baseline,prec@10,0.5
mastectomy pillow,baseline,prec@10,0.4
math flash cards 4th grade,baseline,prec@10,0.8
mcgraw hill medical spanish,baseline,prec@10,0.2
meat saw electric,baseline,prec@10,0.2
medical wipes,baseline,prec@10,0.1
melissa and doug puzzles,baseline,prec@10,0.4
melting pot,baseline,prec@10,0.3
men plaid pants slim fit,baseline,prec@10,0.6
men shoes athletic basketball,baseline,prec@10,0.0
men's elastic waist pants,baseline,prec@10,0.1
men's skechers,baseline,prec@10,0.0
mens black wallet trifold,baseline,prec@10,0.3
mens hoodies buffalo,baseline,prec@10,0.0
mens nikes shoes,baseline,prec@10,0.0
mens pocket square,baseline,prec@10,0.0
metal puzzles brain teasers,baseline,prec@10,0.3
mexican dish,baseline,prec@10,0.0
michael scott sequin pillow covers,baseline,prec@10,0.1
mickey baby costume,baseline,prec@10,0.6
microphone headset podcast,baseline,prec@10,0.2
microsoft surface,baseline,prec@10,0.3
milwaukee drills,baseline,prec@10,0.0
minnie iphone x case,baseline,prec@10,0.6
mirrolure suspending twitchbait,baseline,prec@10,0.1
mirror tv,baseline,prec@10,0.3
misswig synthetic curly wig,baseline,prec@10,0.1
mobile magnet antenna mount bnc,baseline,prec@10,0.1
moisture socks,baseline,prec@10,0.0
molding,baseline,prec@10,0.1
mosquito patches,baseline,prec@10,0.2
mother's ring,baseline,prec@10,0.2
motorcycle helmet with sun visor,baseline,prec@10,0.2
mouse pad red lightning,baseline,prec@10,0.6
multi surface cleaner,baseline,prec@10,0.1
mummy decor,baseline,prec@10,0.4
mushroom table,baseline,prec@10,0.3
mustard tops for women,baseline,prec@10,0.0
my baby registry,baseline,prec@10,0.0
n95 not kn95 masks,baseline,prec@10,0.0
nail grinder,baseline,prec@10,0.0
nail polish & decoration products,baseline,prec@10,0.0
nail tips,baseline,prec@10,0.3
name necklace personalized rose gold,baseline,prec@10,0.5
native deodorant for men,baseline,prec@10,0.2
natural millet,baseline,prec@10,0.8
natural odor eliminator,baseline,prec@10,0.0
navistar international,baseline,prec@10,1.0
neck cream,baseline,prec@10,0.3
nerf all guns,baseline,prec@10,0.0
neutrogena spray sunscreen 100,baseline,prec@10,0.3
night light,baseline,prec@10,0.0
nightmare before christmas sally dress,baseline,prec@10,0.5
nike pants men,baseline,prec@10,0.0
nike pullover hoodie men,baseline,prec@10,0.3
nike socks unisex,baseline,prec@10,0.2
ninja maker594,baseline,prec@10,0.1
note 10+ camera protector,baseline,prec@10,0.8
note10,baseline,prec@10,0.0
number memory game,baseline,prec@10,0.1
nutcracker,baseline,prec@10,0.6
office pens,baseline,prec@10,0.0
oil free face moisturizer,baseline,prec@10,0.2
one protein bars,baseline,prec@10,0.4
onesies for women,baseline,prec@10,0.0
oodies,baseline,prec@10,0.1
oranges,baseline,prec@10,0.3
origins grapefruit body wash,baseline,prec@10,0.0
outdoor baby swing,baseline,prec@10,0.2
outdoor furniture bistro sets,baseline,prec@10,0.1
outdoor rugs for patios,baseline,prec@10,0.0
outdoor wall covering,baseline,prec@10,0.0
outlet cover,baseline,prec@10,0.2
oval tablecloth,baseline,prec@10,0.2
over the door mirror,baseline,prec@10,0.6
over the shoulder wallet,baseline,prec@10,0.0
overland gear,baseline,prec@10,0.2
owl banner,baseline,prec@10,0.7
oxford studies in digital politics,baseline,prec@10,1.0
pack of scarfs for women,baseline,prec@10,0.0
pagan stickers,baseline,prec@10,0.1
pajamas for girls,baseline,prec@10,0.0
pajamas women,baseline,prec@10,0.0
panasonic th-42pz700u,baseline,prec@10,0.6
panthers phone case,baseline,prec@10,0.3
paperwhite kindle,baseline,prec@10,0.0
parasite books,baseline,prec@10,0.1
party dress 4t,baseline,prec@10,0.2
patrin,baseline,prec@10,0.9
pebeo vitrail,baseline,prec@10,0.7
pei 3d printer sheet,baseline,prec@10,1.0
pentair pentek big blue,baseline,prec@10,0.7
people magazine home time,baseline,prec@10,0.0
percussion massager,baseline,prec@10,0.1
perfume saint laurent,baseline,prec@10,0.1
petite dressy spandex pants,baseline,prec@10,0.1
pflueger president spinning reel,baseline,prec@10,0.6
phillips norelco replacement blades,baseline,prec@10,0.2
phone case for an lg,baseline,prec@10,0.1
pink lunch box,baseline,prec@10,0.4
pink toothpicks for appetizers,baseline,prec@10,0.3
pioneer woman cookware,baseline,prec@10,0.7
pj robe kids,baseline,prec@10,0.0
plague doctor mask,baseline,prec@10,0.7
plasti dip,baseline,prec@10,0.5
play kitchen for toddlers accessories,baseline,prec@10,0.0
plug in room fresheners for home,baseline,prec@10,0.0
pocket folders with brads,baseline,prec@10,0.0
pokemon super mystery dungeon 3ds,baseline,prec@10,0.2
porcelain figurines collectibles,baseline,prec@10,0.0
portable cologne sprayer,baseline,prec@10,0.4
portable lint remover,baseline,prec@10,0.8
powder coat paint,baseline,prec@10,0.3
power steering low pressure return line,baseline,prec@10,0.1
princess accesories,baseline,prec@10,0.0
princess leia costume women,baseline,prec@10,0.1
protector lg q7,baseline,prec@10,0.5
ps4 console,baseline,prec@10,0.0
ps4 joystick controller,baseline,prec@10,0.0
pumping backpack,baseline,prec@10,0.3
pure dhea 25mg,baseline,prec@10,0.2
pure wave massager,baseline,prec@10,0.2
purity products,baseline,prec@10,1.0
purple silicone spatula,baseline,prec@10,0.7
push up handles for floor rotating,baseline,prec@10,0.5
queen size blanket cover,baseline,prec@10,0.1
quick read digital thermometer,baseline,prec@10,0.7
rabbit drinking bottle,baseline,prec@10,0.2
rae dunn christmas mug,baseline,prec@10,0.5
rainbow loom bands,baseline,prec@10,0.1
rc transmitter and receiver,baseline,prec@10,0.5
read it yourself,baseline,prec@10,0.2
real rose petals,baseline,prec@10,0.6
rebel eos t3 macro lens,baseline,prec@10,0.1
red casual dress,baseline,prec@10,0.2
red cedar log yearbook,baseline,prec@10,1.0
red hair color permanent,baseline,prec@10,0.0
red led 12v,baseline,prec@10,0.1
red worms live,baseline,prec@10,0.7
removable stove top cover,baseline,prec@10,0.0
renaiss oil painting,baseline,prec@10,1.0
renewed,baseline,prec@10,0.0
respirator mask dust,baseline,prec@10,0.0
retirement party decorations for women,baseline,prec@10,0.7
retractable screen doors,baseline,prec@10,0.2
reusable produce bags,baseline,prec@10,0.1
reusable water bottles bpa free 16 oz,baseline,prec@10,0.2
ribeye steaks,baseline,prec@10,0.4
rice seasoning,baseline,prec@10,0.7
ride on tractor,baseline,prec@10,0.3
rilakkuma lanyard,baseline,prec@10,0.3
ring light for iphone,baseline,prec@10,0.3
ripped capris for women plus size,baseline,prec@10,0.1
robert plant,baseline,prec@10,0.2
rolling organizer,baseline,prec@10,0.1
root touch up blonde ),baseline,prec@10,0.2
rope skipping without rope,baseline,prec@10,0.7
royal blue striped shirt women,baseline,prec@10,0.0
rubber grommet plugs,baseline,prec@10,0.0
rudin by ivan turgenev,baseline,prec@10,0.8
rug sets 3 piece with runner,baseline,prec@10,0.0
s8,baseline,prec@10,0.0
sa bodywash,baseline,prec@10,0.0
sagittarius,baseline,prec@10,0.3
sailor moon choker,baseline,prec@10,0.0
samsung 9 case,baseline,prec@10,0.0
samsung fridge water filter rf24fsedbsr,baseline,prec@10,0.1
samsung galaxy s9 charger fast charging,baseline,prec@10,0.1
samsung watch protector 40mm,baseline,prec@10,0.4
sandbox truck,baseline,prec@10,0.4
santa wrapping paper,baseline,prec@10,0.3
satanic hoodie,baseline,prec@10,1.0
sawgrass ink,baseline,prec@10,1.0
scales digital weight food,baseline,prec@10,0.0
scallops,baseline,prec@10,0.3
scoutmaster minutes,baseline,prec@10,0.2
screw kit,baseline,prec@10,0.1
se seat clamp,baseline,prec@10,0.1
sea life camera,baseline,prec@10,0.0
seanan mcguire,baseline,prec@10,0.9
security camera hd,baseline,prec@10,0.0
shampoo buddy,baseline,prec@10,0.1
shams,baseline,prec@10,0.2
shazam,baseline,prec@10,0.5
shea moisture body wash,baseline,prec@10,0.7
shilajit honey,baseline,prec@10,0.1
shiny car decal,baseline,prec@10,0.1
shirt pins for women,baseline,prec@10,0.5
shoe s,baseline,prec@10,0.0
shoes with wheels for boys,baseline,prec@10,0.1
shop air filtration system,baseline,prec@10,0.1
shoyo drink,baseline,prec@10,0.1
shredders for home,baseline,prec@10,0.1
signal booster band 12,baseline,prec@10,0.2
silk flowers,baseline,prec@10,0.0
silk sweaters for petite women,baseline,prec@10,0.0
similac milk,baseline,prec@10,0.6
simple womens halloween costumes,baseline,prec@10,0.0
size 15 knitting needles,baseline,prec@10,0.6
size 6 diapers,baseline,prec@10,0.5
sketch book binder,baseline,prec@10,0.0
skywatcher dobsonian 8,baseline,prec@10,0.1
slim leg straight cut jeans,baseline,prec@10,0.0
sling backpack purse for women kavu,baseline,prec@10,0.0
slots organizer,baseline,prec@10,0.2
small 2 tier bookshelf,baseline,prec@10,0.2
small dog collars with bling,baseline,prec@10,0.4
small pet wood ladder,baseline,prec@10,0.3
small plastic storage cubes,baseline,prec@10,0.1
"smart watch color women, men black",baseline,prec@10,0.1
smie,baseline,prec@10,0.2
sml,baseline,prec@10,0.1
snacks,baseline,prec@10,0.0
snow and rain boots for women,baseline,prec@10,0.1
snowflake necklace,baseline,prec@10,0.7
sofa cover for dogs,baseline,prec@10,0.1
sog fixed blade knives with sheath,baseline,prec@10,0.4
solar christmas tree,baseline,prec@10,0.1
sony xperia l1 case,baseline,prec@10,0.9
sound bars for tv,baseline,prec@10,0.2
spider crop top,baseline,prec@10,0.2
spinnypins,baseline,prec@10,0.1
split monitor adapter for computer,baseline,prec@10,0.0
splitter cable for headset,baseline,prec@10,0.5
st patricks day door decoration,baseline,prec@10,0.1
stanley thermos,baseline,prec@10,0.8
star wars edge of the empire,baseline,prec@10,1.0
star wars imperial star destroyer,baseline,prec@10,0.6
stihl ms200,baseline,prec@10,1.0
stocking holder,baseline,prec@10,0.3
story grid,baseline,prec@10,0.5
straight crochet hair,baseline,prec@10,0.4
strawberry sweater,baseline,prec@10,0.2
stuart woods the short forever,baseline,prec@10,0.6
suction cup holder for desk,baseline,prec@10,0.1
sundiata,baseline,prec@10,1.0
sunflower blue hair wreath,baseline,prec@10,0.4
survival kit,baseline,prec@10,0.2
swim caps for women swimming waterproof,baseline,prec@10,0.9
t,baseline,prec@10,0.0
tab a case,baseline,prec@10,0.1
table board reversible cutting board,baseline,prec@10,0.3
table lamp designed,baseline,prec@10,0.1
tablet,baseline,prec@10,0.2
tacks for upholstery,baseline,prec@10,0.9
tazo iced tea,baseline,prec@10,0.7
teamsters,baseline,prec@10,0.7
teenage girl gifts,baseline,prec@10,0.0
teriyaki sauce,baseline,prec@10,0.0
thank you note cards without envelopes,baseline,prec@10,0.5
the big easy,baseline,prec@10,0.3
the female of the species,baseline,prec@10,0.6
the manor house murder,baseline,prec@10,0.6
the school of greatness by lewis howes,baseline,prec@10,0.3
the taking of deborah logan,baseline,prec@10,0.2
through wall heat and a/c,baseline,prec@10,0.0
tik tok led lights,baseline,prec@10,0.0
timberland for women,baseline,prec@10,0.0
tinting wrap tools,baseline,prec@10,0.2
to son from dad,baseline,prec@10,0.2
tool lp,baseline,prec@10,0.3
tooth grinding,baseline,prec@10,0.0
top gear,baseline,prec@10,0.2
touch free soap dispenser,baseline,prec@10,0.7
towels bathroom sets clearance prime,baseline,prec@10,0.0
toy grill set for boys,baseline,prec@10,0.1
translator without internet,baseline,prec@10,0.2
trash cans for office,baseline,prec@10,0.0
travel cord roll,baseline,prec@10,0.3
troika: a communicative approach,baseline,prec@10,1.0
troll dolls,baseline,prec@10,0.4
trooper bandana shoe,baseline,prec@10,0.3
turmeric extract,baseline,prec@10,0.3
turquoise blue dress,baseline,prec@10,0.4
tutu skirt for baby girl,baseline,prec@10,0.0
tutus for women,baseline,prec@10,0.1
twin xl comforter for college girls,baseline,prec@10,0.0
ubbi diaper pail,baseline,prec@10,0.1
under armour,baseline,prec@10,0.0
under armour rock project,baseline,prec@10,0.6
under counter lighting,baseline,prec@10,0.1
unlocked pixel 3,baseline,prec@10,0.2
unlocked samsung galaxy s9 plus,baseline,prec@10,0.4
urns for human ashes,baseline,prec@10,0.3
ursa major,baseline,prec@10,0.9
usb extension cord,baseline,prec@10,0.0
uv filter 49mm,baseline,prec@10,0.9
valenties,baseline,prec@10,0.7
valentines gifts for him,baseline,prec@10,0.0
vcr dvd combo,baseline,prec@10,0.6
vegan protein powder,baseline,prec@10,0.1
velvet dresses for women,baseline,prec@10,0.1
vest zipper women,baseline,prec@10,0.3
victor mouse trap,baseline,prec@10,0.6
video games,baseline,prec@10,0.1
vintage veil hat,baseline,prec@10,0.5
vinyl coated weights 10 lb,baseline,prec@10,0.2
vinyl records,baseline,prec@10,0.0
vocabulary builder,baseline,prec@10,0.3
voda reve,baseline,prec@10,0.1
volt lighting transformer,baseline,prec@10,0.3
vortrak,baseline,prec@10,1.0
voss,baseline,prec@10,0.4
wahl finale,baseline,prec@10,0.2
walk on red sole paint,baseline,prec@10,0.1
wall lights bedroom,baseline,prec@10,0.1
wall mounted wooden spice storage rack,baseline,prec@10,0.0
wallniture,baseline,prec@10,0.4
water pills sundown,baseline,prec@10,0.7
waterproof limit switch,baseline,prec@10,0.6
waxing strips for men,baseline,prec@10,0.6
wd purple 8tb,baseline,prec@10,0.6
we could've finished last without you,baseline,prec@10,0.1
weber grill cover,baseline,prec@10,0.3
weighted blanket without beads,baseline,prec@10,0.2
wella 7r 810,baseline,prec@10,0.1
wheelchair for adults,baseline,prec@10,0.1
white booties,baseline,prec@10,0.4
white collar long sleeve shirt women,baseline,prec@10,0.0
white messenger bag,baseline,prec@10,0.2
white platform bed frame queen,baseline,prec@10,0.1
white spandex shorts under dresses,baseline,prec@10,0.0
white strobe lights,baseline,prec@10,0.1
wifi siren alarm,baseline,prec@10,0.3
window plant holder outdoor,baseline,prec@10,0.2
windows 10 for dummies,baseline,prec@10,0.5
